Node,Degree
14-145_GHzband,2
collective_utility,2
possible_implementation,2
multiple_bracket,2
computational_machine,2
theexchange,2
battery_thereof,2
much_small_area,2
NSACS_S,2
heating_device_comprises,2
electric_lift_andpropulsion_system,2
autonomous_landing_procedure,2
a360-degree_view,2
unmannedaerial_vehicle_ground_station,2
triggerrecognition,2
more_unmanned_spatial_vehicle,2
location_error,2
low_energy_use,2
more_signal_detection_unit,2
guiding,2
small-cell_base_station,2
overturn,2
andhealth,2
livestock_andor,2
annotated_object,2
billow_type,2
patent_specification,2
FOVs,2
tragic_form,2
discrete_structure,2
traditional_aviation_design,2
dairy_industry,2
acoustic_absorption,2
therespective_field,2
aftpropellers,2
described_VTOL_aircraft,2
obscurant_conceals_force,2
memory_store,2
retailer_profitability,2
geocode,2
GPS_capability,2
disaster_site,2
hygienic_condition,2
identification_mode,2
individual_unmanned_vehicle,2
inthe_level,2
many_field,2
GPScalculations,2
nautical_milesand,2
standard_free_code,2
anincorrect_relative_position,2
sensorsactuators,2
battery_function,2
user_recommendation_method,2
elastic_tensioners,2
more_fluid_parameter,2
RF_transmitter_portion,2
US_patent_application_Ser,2
specific_delivery_area,2
wherein_ancillary_wing_structure,2
tothe_guard_station,2
guidance_technology_toensure,2
UAV_isalso,2
running_light,2
UaV_relative,2
significant_electromagnetic_interference,2
flightmodes,2
1-GW_satellite,2
performance-sapping_hazard,2
UAV_identity,2
channel_aircraft,2
second_position-limitingcomponents,2
thesubsystems,2
occupants,2
data_traffic,2
pairs_offeatures,2
trailing_edge_portion,2
cylindrical_housing,2
notin_use,2
Secret,2
micro-drone,2
repetitive_task,2
traditional_rectangular_box,2
wherein_theinner_channel,2
telescopic_optical_property,2
Grumman_F-14,2
real_time_video_feed,2
first_output_transition_circuitry,2
UAV_payload_receiving_apparatus,2
single_member,2
alsoinvolves,2
autonomous_fashion,2
horizontal_mobility_capability,2
amulti-UAV_mission,2
necessary_storage,2
more_ICIAP_control_register,2
drive_source,2
radiation_emitter,2
identifyingbiometric_data,2
potential_thief,2
explicit_direction_input,2
suspended_state,2
crashGPS_location,2
large_flying_time,2
public_gathering,2
forensics_situation,2
toother,2
unique_event,2
point-to-pointshort-range,2
mobile_communicationterminals,2
hook_design,2
elongated_tubular_component,2
prematureflight_condition,2
company_rule,2
other_special_effect_feature,2
land-based_docking_station,2
selected_rate,2
fourth_embodiment_thereof,2
Test_Experiment_Report,2
method_comprise,2
predefined_distance,2
forlengthy_useful_life,2
mesh_material_chosen,2
exampleattempts,2
digital_file,2
asurrogate,2
hard_shell,2
suchacquisition,2
necessary_lift_force,2
temporary_rental_car,2
pre-positioning_aerial_drone,2
engine_intake,2
athree_dimensional_model,2
backward_force,2
user_body_part,2
expected_direction,2
First_Geospatial_Point,2
circuit_testing,2
confidence_factor,2
business_aspect,2
unique_decryption,2
taught_herein,2
first_batteryor,2
structuralintegrity,2
vehiclelocation,2
Leonard_adleman,2
Environmental_Protection_Agency,2
sequence_ofimages,2
first_signal_cancomprise,2
varioustechnical_challenge,2
high-frequency_signal,2
instance_UAVs,2
multispectral_imaging_camera,2
specific_region,2
low_data_rate,2
capableof,2
iOC,2
systemone,2
navigation_tool,2
intentfrom,2
operated_vehicle_camera_apparatus,2
partial_vacuum_device,2
three-dimensional_printing,2
someJapanese_citizen,2
non-impact_smart_projectile,2
respondingdriver,2
thirty-three_state,2
alternative_solution,2
more_medical_instrument,2
projection_space,2
virtual_label,2
scan_individual,2
potential_vulnerability,2
brake,2
suitable_length,2
darkly_lit_environment,2
built-in_generic,2
line-of-sight_andor,2
second_hash_value,2
operator_ability,2
blood_flow,2
communication_therewith,2
approachortho-rectifies,2
one_design,2
satellite_data_capture,2
wingon,2
receiver_technique,2
such_threat,2
hobby_use,2
alaser_beam,2
amateur_pilot,2
warp_andor,2
corresponding_map_data,2
toland,2
device_positionedtherein,2
good_capture_user_speech,2
unmanned_air_vehicle_control_system,2
first_shading_expansion,2
polymorphic_material,2
antennas,2
needto_submit,2
airspace_ofthe,2
enhanced_control,2
exterior_wall,2
atelephone,2
thesecond_plate,2
enforced_limit_command,2
similar_anomaly,2
same_voltage,2
Extending,2
different_characteristic_exceeds,2
UAVto_prevent_operation,2
low_resolutionbrightnesscolor_space,2
circuitload,2
temperature_bias_curve,2
FCC_refers,2
multiplereference_location,2
IR_detection,2
Faculty,2
ring_adapter,2
refrigerator_system,2
differential_equation,2
abaseline_parameter,2
other_example_launch_application,2
generic_platform,2
reliability_limitation,2
large-volume_single-floor_warehouse_building,2
initial_drone,2
aerial_drone_forassisting,2
ICIAP_control_register,2
same_time_indication,2
drape,2
dEdT_processing,2
thefirst_plenum,2
attachable_cellular_phone_case,2
currentor_conventional_technology,2
PET,2
educational_service,2
priori_color_feature,2
actuatoreg,2
first_priority_measure,2
low_enlarged_inlet,2
standard_practice,2
generated_second_location_information_mayinclude,2
navigation_data_andor_ground_trafficinfrastructure,2
gripping_mechanism,2
enemy_combatant,2
multiple_output,2
latch-up_radiation_effect,2
calculated_probability,2
maintainingvisual_line,2
frequency_level_toreduce_power_consumption,2
pairtriplet,2
asa_fuel,2
3-D_structure,2
new_problem,2
particular_operator_system,2
targeted_object_andor_surface,2
primary_wing,2
outdoor_location,2
anaddress,2
morealerts,2
remote_environment,2
onboard_sensor_measurement,2
first_video_source_forthe_event,2
social_networking,2
suitablefor_business,2
exponentialrate,2
radiospectrum,2
predetermined_slope,2
aphysical_limitation,2
more_mobile_terminal,2
shaft_mount_reduces,2
such_quality,2
desired_sequence,2
reverse_DrM_geo-fencing,2
adjacent_flotation_chamber,2
identified_characteristic,2
maintenance_garageand,2
improved_positional_control,2
change_zone_entry,2
spatialrelationship_tensor,2
remote_delivery,2
entire_ocean,2
least_partial_lift,2
re-verifying,2
control_signal-based_flight,2
reference_information_transmission,2
visual_warning,2
thevestibular_feedback,2
relevant_passenger_information,2
ground-to-image_geometry,2
downstream_velocity_profile,2
second_programto,2
ascendingdescending_mean,2
covalent,2
pitch_attitude,2
several_service_band,2
such_waste_disposal,2
charity,2
thesecuritization_system,2
bob_end,2
aircraft_reconnaissance,2
voluntary_flight_response_measure,2
new_digital_imageand_output,2
human_cognitive,2
digital_video_camera,2
overall_use,2
environmentit,2
many_transportation_system,2
size_home,2
robotsdisclosed,2
radio_frequencypre-selector,2
hugesatellite_transmitter,2
good_stiffness,2
more_power,2
visual_information_comeinto_contact,2
English_Channel,2
crankshaft_axis,2
green_tape,2
reduced_likelihood,2
predetermined_pod,2
described_abovewhich,2
wherein_flight,2
MRV_drone,2
spatial_locationchange,2
engine_malfunction,2
andor_robotic_ground_unit,2
air_tunnel,2
terminalwithin,2
capturedimage_information,2
virtual_event_perimeter,2
deep_channel,2
amplified_RF_signal,2
second_address_portion_responsive,2
base_station_control,2
IoTIoE_application_andor_technology,2
selective_apps,2
maximum_stand-off_distance,2
Long-Term_Evolution_network,2
sequential_color,2
state_measurement,2
power_replenishment,2
experienced_field_worker,2
lateral,2
onboardthe,2
autonomous_unit,2
more_activity_database,2
interference_source_inGSM,2
assessmentindicates,2
longitudinal_pivot,2
preferablyis,2
regulatorcurrent,2
effect_operation,2
Solar-powered_Aircraft,2
non-contact_measurementsensors,2
definingan_event,2
ground_terminal_communicate,2
Image_Analysis,2
navigation_method,2
more_location_information_source,2
low_housing_member,2
andthe_motor_arm,2
retention_flip-flop_obtains_power,2
olive_tree,2
other_filter_array,2
tothe_upper_surface,2
ofthe_signal,2
permissible_bankangle,2
cellular_drone_module,2
double_layer,2
several_turbine,2
viable_solution,2
receivedmodem_parameter,2
single_transistor,2
supplied_security_key,2
effective_training,2
athird_set,2
nanophotonic_antenna_element,2
early_generation,2
certain_environmental_condition,2
major_mobile_communicationsproviders,2
theobject_detector,2
many_button_push,2
forthe_vehicle,2
subtlety,2
wing_control_surface,2
course_deviation,2
active_state,2
non-transitory_connection,2
incoming_information,2
more_light_field_representation,2
direct_engagement,2
real-time_collaborative_vehicle_control_system,2
single_touch_screen,2
targetin_response,2
surface_sonobuoys,2
automobilesharing_server,2
various_delivery_channel,2
Hibbs_airplane,2
drone_highway_system,2
drone_access,2
gradient_orientation,2
power_supply_problem,2
resultof,2
firefighting,2
alternative_value,2
respective_geographic_area,2
individual_control,2
available_unmanned_aerial_system,2
internal_sensor_unit,2
external_data_relatedto_shrinkage,2
distress_message_viathe_wireless_transceiver,2
turn_comprises_cell,2
andor_sensor_data,2
low_rotor,2
poor_range_characteristic,2
relevant_target_flight_altitude,2
signal_strengthrefers,2
good_reliability,2
more_module_housing,2
receives_data,2
ground_navigationmap,2
movement_characteristic,2
potential_in-flight,2
adjustment_module,2
network_signal,2
quarry_site,2
first_displaywindow,2
front_end_system,2
conventional_pitcheron_aircraft_use,2
calculatingthe_altitude_value,2
trueHWILTM_MathWorks_MATLAB,2
other_medical_support_implement,2
sonobuoys_transmit_signal,2
return_visit,2
distraction_lead,2
chemical_residual,2
ioT_wireless_protocol,2
False,2
above-described_device,2
overlay_object,2
Background,2
accordance_withembodiments,2
adispensed_tool_output,2
autopilot_processing_platform,2
m_section,2
aerodynamic_characteristic,2
right_end_portion,2
power_state_controller_act,2
video_overlaid,2
final_leg,2
sensor_size,2
radio_frequency_technology,2
multifunction_input,2
plaintext_interface,2
different_power_production,2
convective_cooling,2
batter_unit,2
social_surveillance,2
first_user_identifier_bound,2
moreoverhigh_light_area,2
vertical_tip_protection,2
soft-landing,2
sonarsystem,2
multiple_delivery_point,2
top_emitting_planar,2
territory,2
electroshock_generator,2
addiction,2
V-shaped_slit,2
such_storage_device,2
Turnigy_controller,2
casethat,2
discoverer,2
content_information,2
unitsfor_example,2
user_interface_mayalso,2
inconjunction,2
object_over,2
least_onepotential_deviation,2
different_production_zonessections,2
energy_demand,2
load_powerrail,2
current_description,2
COsub2_liquid,2
human_population_living,2
heat_sink,2
toensure,2
electrictoothbrushes,2
programmed_redundant_digital_autopilot_Computer,2
additional_structure,2
theflood,2
medium_player,2
dimensional_line-scanner_LIDAR_sensorsprovide,2
accurate_aerial_surveillance_coverage,2
measuring_point,2
intersymbol_interference,2
hardware_upgrade,2
thefirst_peak_wavelength,2
semiconductor_technique,2
fine-tuned_landing_sequence,2
more_speed,2
long-wave_infrared_band,2
WiFi_connection_forWiFi_clientsusers,2
light_structure,2
herein_provide_system,2
sale,2
pose_data_withposition,2
vehicle_interior,2
various_volume,2
scenein_order,2
US_Patent_Application20140125767,2
content_provider,2
second_rule,2
on-ground_aircraft_collision,2
leading_cause,2
hardware-reserved_power_mode_collection,2
rectangular_housing,2
communication_market,2
large_scale_operation,2
university,2
supplemental_power_supply,2
vehiclesimulator,2
other_GRL_Devicesassociated,2
battery_cell_age,2
reducingthe_physical_demand,2
first_location_informationare,2
target_face,2
power_adjustment,2
air_missile,2
other_computer_program_product_aspect,2
designatecorresponding,2
following_trim_value,2
acompact_size,2
different_challenge,2
exposesthe,2
thirdantenna,2
foot_traffic_andor_ground_vehicle_traffic,2
launchingforce,2
UAV_mobility,2
convenient_mechanism,2
end-product,2
further_input,2
specific_path,2
beam_peak,2
Unoccupied,2
sensor_data_providingenvironment_information,2
level_ofaccuracy,2
digital_video_content,2
suitable_position_maximizes,2
aerial_farm_robot_hardware,2
plane_data_structure,2
beam_scanning,2
Micro_Air_Vehicles,2
specific_time_period,2
rotary-style_internal_combustion_engine,2
inter-cell_handover,2
frustration,2
fx,2
thetop_passage,2
radio_communication_system,2
UaV_andor_video_control,2
structural_surface,2
solar_power_seeker,2
spatial_displacement,2
data_storage_site,2
mantle_lining,2
control_processor_verifies,2
Pathfinder_aircraft,2
duty_cycling,2
long_trip,2
thetransmission_range,2
receiver_andor,2
high-altitude_balloon,2
fixed_form,2
frequencylocation,2
supervision_ormonitoring,2
multiple_mobile_machine,2
individual_regardless,2
countermeasure_system,2
central_call_processing_program,2
microstrip,2
dimensional_reconstruction_process,2
water_vapor,2
United_Kingdom,2
aerial_vehicle_enters,2
solid_stabilization,2
current_source,2
aconvex_shape,2
asurrounding,2
spaced_location,2
wide_engineered_range,2
more_narrower-FOV_camera,2
finite_number,2
e-commerce_web_site,2
different_air_interface_type,2
WAN,2
GPS_receiversand,2
motor_rotor,2
wireless_remote_control_equipment,2
dedicated_communication_device,2
various_unmannedaerial_vehicle,2
initial_installation,2
2-Dshape_extraction_module,2
radio-activated_vacuumvalve_release_mechanism,2
Equivalent_Level,2
aright,2
flight-monitoring_network,2
forecasted_spatial_andor,2
othermethod_aspect,2
Hensler,2
multiple_signal_strength,2
uniform_brightness,2
first_set_corresponds,2
bohlender_talk,2
MP3,2
first_beam_thereof,2
second_score,2
deeplearning_model,2
opposite_end_portion,2
insignificant_activity,2
craft_ability,2
second_imaging_element,2
service_quality_indicator,2
remote_microphone_device,2
air_suction_pump,2
restrictedboundary,2
first_receiver_path,2
determined_collision_avoidance_data_comprise,2
aircraft_module,2
stable_flight-control_system,2
collimating_optic,2
function_redundant,2
several_ton,2
route_determination_andor,2
structural_facade,2
important_medical_information,2
location_ofcommunication_network,2
rotors,2
applicable_structure,2
potential_parasite_infestation,2
absorption-detector,2
systemsto_prevent_freezing,2
tennis,2
small_imaging_lens,2
various_refinement,2
first_live_feed_medium_stream,2
position_correction,2
more_relative_positioncoordinates,2
similar_length,2
foreign_substance,2
alsoimproves,2
maximum_destructive_force,2
other_corner,2
prohibition,2
aerial_smoke_screen,2
suchan_aquatic_location,2
salient_feature,2
satellite_source,2
temperature_deviation,2
RC_controller,2
effective_method,2
term_platformmay_refer,2
Umpqua_Community_College,2
particular_mobile_phoneinterface,2
multi-use_UAV,2
single_location_today,2
envelope_oftechnology,2
road_hazard,2
aset,2
flying-for-fun,2
pipe_meet,2
contagious_agent,2
determined_geographic_region,2
topower,2
vector_definedas_x=esubxsubasupTesubxsubasupTxsubasubdsupT,2
unmanned_aerial_vehicle_control_apparatus,2
more_presentation_screen,2
buffer_sector,2
more_motor_control_connector,2
movement_detection_mechanism,2
size_relevant,2
insurance_adjustment_activity,2
corresponding_swap_cartridge,2
unlicensed_andor,2
Border_Protection_agency,2
corresponding_range,2
closedfirst_side,2
more_soft_touch_radio_frequency_antenna,2
such_agreement,2
electric_field_direction,2
power_source_availability,2
second_small_area,2
approximately60000_foot,2
best_known,2
low_charge_time,2
ordered_array,2
resonance_peak,2
inefficient_model,2
distributed_asset,2
invarious_obvious_respect,2
direct_correlation_coefficient_calculation,2
network_congestion,2
typify,2
control_signalsto_control,2
round_tray,2
engineis,2
government_regulation,2
hybridairship-drone,2
forspatial_filtering,2
onwater,2
plant_population,2
example_result,2
recent_innovation,2
following_numbered_clause,2
efficientroute,2
standardized_representative_sample,2
second_casing,2
store_owner,2
wireless_network_optimization,2
device-detectable_energy_signature,2
tactile_element,2
causinga_bystander_communication_module,2
aparticular_product,2
second_scene_image,2
propellantdeployed,2
responsive_todetermining,2
least_onedrive_motor,2
captured_thermographic_image,2
ofthe_group,2
withaid,2
turbofanjet_engine,2
single_rotational_axis,2
centralized_system,2
different_voltage_level,2
many_modern_flight_system,2
other_remote_control,2
thatthe,2
flatshape_thinner,2
asecond_task,2
aircraft_theright-of-way,2
automatedagricultural_data_collection_vehicle,2
USA,2
transmit_communication_channel,2
computer_monitoring_fuel_consumption,2
UAV_design_team,2
flight_control_board,2
various_apparatus_embodiment,2
Specialized_long-range_UHF_control_system,2
freedom_robot,2
rotatable_antenna,2
subsets,2
faulty_human_recollection,2
less_consumption,2
certain_device,2
transmit_video_image_data,2
3-D_stereo_structure,2
quality_level,2
minimum_cumulative_energy_level,2
seriesthe_ring_oscillator_signal,2
civilian_andor,2
scorepredicts,2
other_option,2
individualize,2
virtual_tV_news,2
AutomaticDependent_Surveillance-Broadcast,2
withknown_structure,2
relative_rotation_therebetween,2
afirst_access_control_hardware_device,2
rocket_launcher,2
exact_cause,2
virtual_capture,2
structure_parameter,2
major_infrastructure_facility,2
ad_hoc,2
entire_parasiteproblem,2
different_threat_mode,2
many_residential_roof,2
time-space_multiplexing,2
real-time_imagery,2
reconfigured_position,2
v,2
constant_stream,2
supplemental_data_comprises_information,2
secondary_external_device,2
least_onetransform_proceeding,2
yellow_indicator,2
RF_environment,2
STS-51J,2
private_web_page,2
undesired_resin_ridgesinclude_bagging_crease,2
more_flightcontrollers,2
exceptionalhovering_ability,2
first_on-ground_contributing_vehicle,2
overall_transmitreceive_power,2
predetermined_parking_position,2
howany,2
processed_audio_data,2
artto,2
numerous_such_embodiment,2
sub-systems_beam_need,2
herein-referenced_method_aspect,2
pointcloud_data,2
ground_controller_isaware,2
UAValong,2
object_awareness_guidance,2
maximum_bandwidth,2
gameconsoles,2
vantage_Pont,2
carve,2
tilt_sensor,2
flight_failure_recovery_signal,2
metering_COsub2,2
theaerial_smoke_generator_hovers,2
asupport,2
non-curated_site,2
single_air_foil,2
patent_claim,2
imagingplatform_relative,2
correct_mailbox,2
unnecessary_operation,2
peer-to-peer_relationship,2
built_data,2
special_effect_device,2
domestic_us,2
useful_launcher,2
axis_component_parallel,2
least_onequantity,2
first_andthe_second_signal_data_block,2
inputwherein,2
alternative_form,2
lumen_output,2
passive_flow_deflector,2
apparatusthen,2
withsome_retailer,2
enable_social_medium_website,2
battery_changerecharge_station,2
target_type_information,2
bright_light,2
physical_reality_representative,2
likeindustrial_press,2
thin_layer,2
generated_list,2
ad-hoc_fix,2
handheldoperation,2
vectoring,2
Tx_time_determination_request,2
miscellaneous_task,2
present_UAVs,2
vacuum_release,2
change_pose,2
container_willbe,2
door-closing,2
antenna_alignment_module,2
normal_gray_scale_image,2
informationa_memory,2
abrute-force_key_search_attack,2
magnesium,2
docked_UAV,2
amateur_operator,2
typical_commercial_drone,2
primaryoptical_axis,2
moreaccess_parameter,2
severe_limitation,2
possible_path,2
electric_device,2
mDNS,2
optical_connection,2
time-weighted_average,2
desired_velocity_vector,2
determined_range,2
fluid_ina_transparent_window,2
ofdrive,2
mobilization,2
predetermined_number_ofattempts,2
such_multi-feed_display,2
respective_motor,2
new_hostnode,2
aerial_distribution,2
non-lighting_related_device,2
lost_hiker,2
sender_information,2
related_roughness,2
small_spot,2
first_controlmember_comprises,2
sending_axis,2
dampenoscillations,2
trained_pilot,2
deployed_cellular_network,2
reservoir_andor,2
toa_UAV,2
certain_range,2
rotor_blade_surface_area,2
telecommunication_emergency_deviceis,2
manual_ordocument,2
elongated_component_support_framework,2
more_corresponding_store_ejector_device,2
micro_UAV_system,2
pre-load,2
utilized_totransport_time,2
topological_information,2
commandsignal,2
low_contrast_surface,2
manned_parasite_fighter,2
andor_individual,2
itsvector,2
small_turbine_engine_inlet,2
certain_color,2
toprevent_movement,2
music_concert,2
high_voltage_screen_trap,2
plural_antenna_element,2
computer_architecture,2
imaging_platformis,2
eccentric,2
wavelength_conversion,2
neural_network_rule_engine_technology,2
building_containingan,2
ormore_motor,2
pre-selected_bandwidth,2
navigability_certificate_therefore_relies,2
UAVreversal,2
SVM_linear_classifier,2
wind_pressure_sensor,2
second_depth-map_data,2
wind_profile,2
graspers,2
terrestrial_area,2
equipment_tovibration_condition,2
conditional_accessinformation,2
satellite-supported_system,2
securitizationsystem,2
locationdatabase,2
thecommunication_apparatus,2
base_surface,2
automotive_fuel_consumption,2
funnel-shaped_centering,2
dronecompare,2
several_major_implication,2
high_capability,2
large-sized_drone,2
specified_engine_speed,2
externalface,2
second_account,2
inanimate_entity,2
such_equipment,2
front_line,2
device_isnot,2
consent,2
satellite_orbit,2
consecutive_path_point,2
onemethod,2
psychoactive_substance,2
mobile_apparatus_verifies,2
insurance_claim_processing,2
domestic_usesfor_drone,2
datavoice,2
diverse_environment_type,2
specializedpre-registered_device,2
different_radar_andor_sensorconfigurations,2
opening_iscaught,2
direction_priority,2
tXRX_device,2
kill_switch,2
primary_approach,2
EUsdisaster_response_effort,2
point_clearance,2
thepredetermined_size,2
various_other_parameter,2
re-supply_electricity,2
first_remote_controldevice_enables_selection,2
motor_mount,2
deep_indoor_penetration,2
more_physical_mannequin,2
air_resistance,2
navigation_state,2
drone_marking,2
rearpart,2
potential_tosustainably,2
3-D_image_relative,2
Simulink,2
large_scale_systemscapable,2
power_rail_selection_signal,2
ground-based_material,2
different_command,2
disable_text_messaging,2
large_total_rotor,2
centralposition,2
respective_video_stream,2
intrusive_connection,2
speedat,2
arterial_bias,2
camerasbecomes,2
air_inlet_channel_andan_air_outlet_channel,2
more_ofthe_lens,2
low_side_adjacent,2
camera_payload,2
share_memory,2
pha,2
placedat_online_marketplace,2
delivery_technique,2
arecorder,2
fixed_cowling,2
electricity_power,2
good_protect,2
downand,2
solubility,2
induced_vibration,2
other_similar_document,2
personal_surveillance_camera,2
first_battery_level,2
move_command,2
other_word_control,2
herbicide_application_Band_Weed_Control_Localized_herbicide_application,2
predetermined_list,2
longerwhen,2
Cryptographic_High_Value_Product,2
mosteffective_way,2
first_detector,2
technology_innovation,2
own_device_rule,2
comprisingan,2
intheir_implementation,2
background-subtractedpixels,2
Broadcast_Depth_Sprayer_Fertilizer_Planter_Fertilizer_Controls_Intensity_Yes_Yes_No_No_speed_DrillAuger_No_No_Yes_Yes_CWCCWOff_Step_No_No_Yes_No_Signals_Empty_YesYes_Yes_Yes,2
on-ground_vehicle_collision_avoidance,2
memberwhich,2
thebase_station,2
more_known_SSIDs_known,2
UAVs_prompt_manufacturer,2
propeller_remains,2
abovebelow_feature,2
oralternate,2
generatesdifferent_state,2
particular_continue,2
movable_robot,2
non-exclusive_alternative,2
second_localization,2
attached_payload,2
radar_image,2
additional_path_point,2
suggested_type,2
second_phase,2
verifiedby_anyone,2
patent_filing,2
toenable_location_awareness,2
logicblock,2
more_hour,2
defaultlocked_position,2
geographic_direction,2
accurate_tracking,2
tether_detaches,2
thefirst_image_data,2
measured_region,2
self-organization_capabilitieswhich,2
requestedtransportation_apparatus,2
extra_processing,2
available_asset,2
pilotair_traffic_control_relay_link,2
inverting,2
EnergyEfficiency,2
land_mine,2
length_tosecure,2
UAV_fault_notification,2
ioE_developer,2
more_output_lens,2
FAR,2
sufficientproximity,2
reception_schedulingand_frequency_usage,2
specificattributes,2
Styrofoam,2
minimum_set,2
amiddle_section,2
andor_kill,2
ineither_over-inspection,2
secondcamera,2
false_identification,2
ships_weapon_system,2
simple_printing_head,2
speedaltitude,2
inventive_implementation,2
duration_andpower_consumption,2
geospatialcoordinates,2
exhaustplume,2
blended-wing_body,2
Spectroscopy_Applied,2
asa_communication_node,2
to145_GHz_band,2
mechanical_frame,2
ready_vehicle,2
receive_second_image_data,2
anouter_environment,2
deployment_commandto,2
Simultaneous_Localisation,2
spectrum_allocation,2
native_interface_foran_operator,2
intensity-fluctuation_correlation_measurement,2
desirable_location,2
error_prone_store_mappingand,2
such_thata,2
similar_method,2
tofocus,2
surrounding_circumstance,2
movingdirection_information,2
`Help`,2
thesubset,2
mechanical_connector_cable,2
substitute_message,2
positive_edge,2
electrically-conductive_secondwaveguide_face,2
controls_signal,2
theframe,2
first_optic,2
conventionaltechniques,2
aparticular_area,2
side_camera,2
physical_orientation,2
condominiumapartmentdevelopments,2
fiber_landline,2
uplink_data_rate_indicator,2
depletion,2
sixth_lens_surface,2
SICK_LMS_product,2
detachable_quick_release_component,2
centered_position,2
high_hourly_charge,2
reference_pointand_position,2
buoyant_characteristic,2
sleep,2
pre-designated_area,2
various_software_environment,2
climber_descent,2
oblique_image_coverage,2
string,2
vertical_advancement,2
theemitted,2
current_geo-locations,2
inflatable_cushionand,2
inmate_pose,2
different_corresponding_flightresponse_measure,2
substantial_time_training_personnel,2
own_processor,2
boresight_orientation,2
mega-pixel_camera,2
intensity_level,2
fakereplicas,2
captured_imageto,2
utilizing_change,2
passive_disengagement,2
duration_standpoint,2
parallel_surface,2
long_amount,2
stabilization_process_detects,2
appropriate_utility_company,2
anenvironment,2
400-440_ppm,2
civiliantraffic,2
detailed_protrusion_location,2
off-board_system,2
internet-of-things_device,2
first_high_voltage,2
limiting_factor,2
new_video_data,2
more_related_system,2
wireless-communications_link,2
current_pressure,2
world_demand,2
new_UAVsfor,2
strong_function,2
commercial_industry,2
activation_bysoftware,2
whilethe_payload,2
negative_feedback_system,2
fromsimple_localized_herbicide,2
collision_alert,2
first_device_location,2
non-CCI_cryptographic_device,2
common_control_processing_device,2
Electronic_Intelligence_Measures,2
user_control_information,2
eachtransmitter_occupies,2
specific_UAS_CNPC_system,2
aerial_survey,2
guy_wire,2
GPS_control,2
early_1880s,2
second_format,2
theproduct,2
various_different_type,2
emission_output,2
analyticalfindings,2
recognizeother,2
oil--and,2
right_thing,2
chemical_weapon,2
tomonitor_weather_condition,2
on-ground_aircraft_collision_avoidance_system,2
Imagery_Transmitted,2
creature,2
substantial_electricpower,2
particular_move,2
rotatingmount,2
object_category,2
amobile_ad_hoc_network,2
separate_claim_andor,2
received_uplink_signaland,2
readable_programinstructions,2
adapting_apparatus,2
digital_imaging_stabilization,2
modular_UAV,2
other_physical_mechanism,2
executeinstructions,2
truth,2
abrasionablation,2
elevated_delivery_route,2
dense_field_imagers,2
data_interface,2
aWLAN,2
cloud_service,2
observation_task,2
suchthings,2
wired_tether,2
configurable,2
further_embodiment_method,2
decorativeshell,2
aredistributed,2
satellite_frequency_sub-spectrums,2
Agriculture,2
other_programmed_device,2
updated_ambient_information,2
novelty,2
air_interfacetechnologies,2
best_estimate,2
flashlight,2
similar_issue,2
non-timesensitive_priority,2
predetermined_travel_range,2
direct_access,2
drone_radiosub-system,2
many_complication,2
cloud_physic,2
centralized_servernode,2
similar_logic,2
simple_method,2
battery_gripping,2
perform_task,2
whoseimmune_system,2
calibration_routine,2
receipt_andinterpretation,2
in-plane_sigma-bond,2
small_cell_backhaul_network,2
thesecond_keyframe,2
secondsensor,2
theair_vehicle_dispatch_software,2
havestopped,2
rigorous_measurement,2
low-weight_guidance_system,2
electronic_signals-in-space,2
various_version,2
angularmovement,2
systemone_additional_objective,2
H_therein,2
traditional_camera,2
semi-autonomous_fashion,2
spherical_region,2
radial_multirotor_propulsion_system,2
vehicular_dead-reckoning,2
availability_module,2
third_subtractor,2
grappling_arm,2
strict_design_requirement,2
first_autonomous_device_digital,2
air_defense,2
drone_AP,2
high-grade_matching,2
dimensional_description,2
location-based_metadata,2
fourthmessage,2
operational_state_comprises,2
illustrative_medical-support_system,2
aircraft_parachute,2
associated_pressure_transmitter,2
independent_processing,2
secondary_effect_data,2
resultant_data_product,2
high-precision_positioning,2
hot_launch,2
road_map,2
facilitatesautonomous_flight,2
thedrones,2
layered_approach,2
lessdense_point_cloud,2
corresponding_cell,2
directs,2
inside_wall,2
next_course,2
occupant_andor,2
multiple_tether,2
desired_flight_video_footage,2
yacht,2
footwear,2
complexly,2
Station_recharge_battery,2
supplemental_data_overlaid,2
risk_profile,2
second_pivot_regionthat,2
manynon-audio_signal,2
central_station_wherethe_delivery,2
capture_imagery,2
conveniently,2
fiber-optic_communication_system,2
minimal_time,2
helipador,2
deadly_disease,2
environmental_constraint,2
advantageous_orientation,2
natural_terrain_feature,2
COsub2_controlreleasing_system,2
restricted_airspace_regulation,2
photodetection_event,2
second_clamping_member,2
pilot_camera,2
effective_FOVs,2
non-human_vandal,2
final_resting_place,2
pixel_analysis,2
signal_combination,2
fixed-axis_rotor,2
donut,2
drone_todeliver,2
scientific_article,2
infrastructure_expense,2
chat_session,2
coaxialwith_respect,2
camera_capability,2
various_wing_configuration,2
becomes,2
long_range_mission,2
particular_sensor,2
networkof_device,2
aesthetic_design,2
main_power,2
governmental_surveillance,2
large_database,2
fromgreater_flexibility,2
first_tail_panelis,2
meter_freedom,2
pseudo_random_noise_spreadingcode,2
rendered_useless,2
complex_guidance_system,2
forcollecting_image,2
about1rsup2,2
object_isheading,2
known_security_system,2
new_planar_position,2
rotarypropulsion_system,2
